-0.065042;0.248707;
-0.065323;0.248604;
-0.065604;0.248501;
-0.065883;0.248396;
-0.066162;0.248292;
-0.066439;0.248186;
-0.066714;0.24808;
-0.066989;0.247974;
-0.067262;0.247867;
-0.067535;0.247759;
-0.067805;0.247651;
-0.068075;0.247543;
-0.068344;0.247433;
-0.068611;0.247324;
-0.068877;0.247213;
-0.069142;0.247102;
-0.069406;0.246991;
-0.069668;0.246879;
-0.06993;0.246766;
-0.07019;0.246653;
-0.070449;0.246539;
-0.070707;0.246425;
-0.070963;0.24631;
-0.071218;0.246195;
-0.071473;0.246079;
-0.071725;0.245962;
-0.071977;0.245845;
-0.072228;0.245727;
-0.072477;0.245609;
-0.072725;0.24549;
-0.072972;0.245371;
-0.073218;0.245251;
-0.073462;0.245131;
-0.073705;0.24501;
-0.073947;0.244888;
-0.074188;0.244766;
-0.074428;0.244643;
-0.074666;0.24452;
-0.074904;0.244396;
-0.07514;0.244272;
-0.075375;0.244147;
-0.075608;0.244021;
-0.075841;0.243895;
-0.076072;0.243769;
-0.076302;0.243641;
-0.076531;0.243514;
-0.076758;0.243385;
-0.076985;0.243256;
-0.07721;0.243127;
-0.077434;0.242997;
-0.077657;0.242866;
-0.077879;0.242735;
-0.078099;0.242604;
-0.078318;0.242471;
-0.078536;0.242339;
-0.078753;0.242205;
-0.078969;0.242071;
-0.079183;0.241937;
-0.079396;0.241802;
-0.079608;0.241666;
-0.079819;0.24153;
-0.080028;0.241393;
-0.080237;0.241256;
-0.080444;0.241118;
-0.08065;0.24098;
-0.080855;0.240841;
-0.081058;0.240701;
-0.081261;0.240561;
-0.081462;0.24042;
-0.081662;0.240279;
-0.08186;0.240137;
-0.082058;0.239995;
-0.082254;0.239852;
-0.082449;0.239708;
-0.082643;0.239564;
-0.082836;0.23942;
-0.083028;0.239275;
-0.083218;0.239129;
-0.083407;0.238983;
-0.083595;0.238836;
-0.083782;0.238688;
-0.083967;0.23854;
-0.084151;0.238392;
-0.084335;0.238243;
-0.084516;0.238093;
-0.084697;0.237943;
-0.084877;0.237792;
-0.085055;0.237641;
-0.085232;0.237489;
-0.085408;0.237336;
-0.085582;0.237183;
-0.085756;0.23703;
-0.085928;0.236876;
-0.086099;0.236721;
-0.086269;0.236566;
-0.086438;0.23641;
-0.086605;0.236254;
-0.086771;0.236097;
-0.086936;0.235939;
-0.0871;0.235781;
-0.087263;0.235622;
-0.087424;0.235463;
-0.087585;0.235303;
-0.087744;0.235143;
-0.087901;0.234982;
-0.088058;0.234821;
-0.088213;0.234659;
-0.088368;0.234496;
-0.088521;0.234333;
-0.088672;0.234169;
-0.088823;0.234005;
-0.088972;0.23384;
-0.089121;0.233675;
-0.089268;0.233509;
-0.089413;0.233343;
-0.089558;0.233176;
-0.089701;0.233008;
-0.089843;0.23284;
-0.089984;0.232671;
-0.090124;0.232502;
-0.090263;0.232332;
-0.0904;0.232161;
-0.090536;0.23199;
-0.090671;0.231819;
-0.090805;0.231647;
-0.090937;0.231474;
-0.091069;0.231301;
-0.091199;0.231127;
-0.091328;0.230953;
-0.091456;0.230778;
-0.091582;0.230602;
-0.091707;0.230426;
-0.091832;0.23025;
-0.091954;0.230073;
-0.092076;0.229895;
-0.092197;0.229717;
-0.092316;0.229538;
-0.092434;0.229358;
-0.092551;0.229178;
-0.092667;0.228998;
-0.092781;0.228817;
-0.092894;0.228635;
-0.093006;0.228453;
-0.093117;0.22827;
-0.093227;0.228087;
-0.093335;0.227903;
-0.093443;0.227719;
-0.093549;0.227533;
-0.093654;0.227348;
-0.093757;0.227162;
-0.09386;0.226975;
-0.093961;0.226788;
-0.094061;0.2266;
-0.09416;0.226412;
-0.094257;0.226223;
-0.094354;0.226033;
-0.094449;0.225843;
-0.094543;0.225652;
-0.094636;0.225461;
-0.094728;0.22527;
-0.094818;0.225077;
-0.094907;0.224884;
-0.094995;0.224691;
-0.095082;0.224497;
-0.095168;0.224302;
-0.095252;0.224107;
-0.095335;0.223912;
-0.095417;0.223715;
-0.095498;0.223519;
-0.095577;0.223321;
-0.095656;0.223123;
-0.095733;0.222925;
-0.095809;0.222726;
-0.095884;0.222526;
-0.095957;0.222326;
-0.09603;0.222125;
-0.096101;0.221924;
-0.096171;0.221722;
-0.096239;0.22152;
-0.096307;0.221317;
-0.096373;0.221113;
-0.096438;0.220909;
-0.096502;0.220704;
-0.096565;0.220499;
-0.096627;0.220293;
-0.096687;0.220087;
-0.096746;0.21988;
-0.096804;0.219673;
-0.096861;0.219465;
-0.096916;0.219256;
-0.09697;0.219047;
-0.097024;0.218837;
-0.097075;0.218627;
-0.097126;0.218416;
-0.097176;0.218205;
-0.097224;0.217993;
-0.097271;0.21778;
-0.097317;0.217567;
-0.097362;0.217354;
-0.097405;0.217139;
-0.097447;0.216925;
-0.097488;0.216709;
-0.097528;0.216493;
-0.097567;0.216277;
-0.097604;0.21606;
-0.09764;0.215842;
-0.097676;0.215624;
-0.097709;0.215406;
-0.097742;0.215186;
-0.097773;0.214966;
-0.097804;0.214746;
-0.097833;0.214525;
-0.09786;0.214304;
-0.097887;0.214082;
-0.097912;0.213859;
-0.097937;0.213636;
-0.09796;0.213412;
-0.097982;0.213188;
-0.098002;0.212963;
-0.098021;0.212737;
-0.09804;0.212512;
-0.098057;0.212285;
-0.098072;0.212058;
-0.098087;0.21183;
-0.0981;0.211602;
-0.098113;0.211373;
-0.098124;0.211144;
-0.098133;0.210914;
-0.098142;0.210683;
-0.098149;0.210452;
-0.098155;0.210221;
-0.09816;0.209989;
-0.098164;0.209756;
-0.098167;0.209523;
-0.098168;0.209289;
-0.098168;0.209054;
-0.098167;0.208819;
-0.098165;0.208584;
-0.098161;0.208348;
-0.098157;0.208111;
-0.098151;0.207874;
-0.098144;0.207636;
-0.098135;0.207398;
-0.098126;0.207159;
-0.098115;0.206919;
-0.098103;0.206679;
-0.09809;0.206439;
-0.098076;0.206198;
-0.09806;0.205956;
-0.098043;0.205714;
-0.098026;0.205471;
-0.098006;0.205228;
-0.097986;0.204984;
-0.097965;0.204739;
-0.097942;0.204494;
-0.097918;0.204248;
-0.097893;0.204002;
-0.097866;0.203755;
-0.097839;0.203508;
-0.09781;0.20326;
-0.09778;0.203012;
-0.097749;0.202763;
-0.097717;0.202513;
-0.097683;0.202263;
-0.097648;0.202012;
-0.097612;0.201761;
-0.097575;0.201509;
-0.097537;0.201257;
-0.097497;0.201004;
-0.097456;0.200751;
-0.097414;0.200497;
-0.097371;0.200242;
-0.097327;0.199987;
-0.097281;0.199731;
-0.097234;0.199475;
-0.097186;0.199218;
-0.097137;0.19896;
-0.097087;0.198702;
-0.097035;0.198444;
-0.096982;0.198185;
-0.096928;0.197925;
-0.096873;0.197665;
-0.096816;0.197404;
-0.096759;0.197143;
-0.0967;0.196881;
-0.09664;0.196618;
-0.096579;0.196355;
-0.096516;0.196092;
-0.096453;0.195828;
-0.096388;0.195563;
-0.096322;0.195298;
-0.096254;0.195032;
-0.096186;0.194765;
-0.096116;0.194498;
-0.096045;0.194231;
-0.095973;0.193963;
-0.0959;0.193694;
-0.095825;0.193425;
-0.09575;0.193155;
-0.095673;0.192885;
-0.095595;0.192614;
-0.095515;0.192343;
-0.095435;0.19207;
-0.095353;0.191798;
-0.09527;0.191525;
-0.095186;0.191251;
-0.095101;0.190977;
-0.095014;0.190702;
-0.094926;0.190427;
-0.094838;0.190151;
-0.094747;0.189874;
-0.094656;0.189597;
-0.094563;0.189319;
-0.09447;0.189041;
-0.094375;0.188763;
-0.094279;0.188483;
-0.094181;0.188203;
-0.094083;0.187923;
-0.093983;0.187642;
-0.093882;0.18736;
-0.09378;0.187078;
